source_path,source_type,source_status,outcome,destination,status_code,owner,reason,needs_client_decision,evidence
/growing-categories,post,publish,301,/blog/growing-categories,308,nextjs,"post handle preserved under the /blog prefix; theme demo content unrelated to ProSporter - recommend retirement, client to confirm",true,exports/posts.json; sitemap:post-sitemap.xml
/hair-care-organic,post,publish,301,/blog/hair-care-organic,308,nextjs,"post handle preserved under the /blog prefix; theme demo content unrelated to ProSporter - recommend retirement, client to confirm",true,exports/posts.json; sitemap:post-sitemap.xml
/how-to-choose-the-right-sport-merchant-for-your-business,post,publish,301,/blog/how-to-choose-the-right-sport-merchant-for-your-business,308,nextjs,post handle preserved under the /blog prefix,false,exports/posts.json; sitemap:post-sitemap.xml
/how-to-choose-the-right-sport-merchant-for-your-needs,post,publish,301,/blog/how-to-choose-the-right-sport-merchant-for-your-needs,308,nextjs,post handle preserved under the /blog prefix,false,exports/posts.json; sitemap:post-sitemap.xml
/latest-make-up-trends,post,publish,301,/blog/latest-make-up-trends,308,nextjs,"post handle preserved under the /blog prefix; theme demo content unrelated to ProSporter - recommend retirement, client to confirm",true,exports/posts.json; sitemap:post-sitemap.xml
/led-light-therapy,post,publish,301,/blog/led-light-therapy,308,nextjs,"post handle preserved under the /blog prefix; theme demo content unrelated to ProSporter - recommend retirement, client to confirm",true,exports/posts.json; sitemap:post-sitemap.xml
/superfood-beauty,post,publish,301,/blog/superfood-beauty,308,nextjs,"post handle preserved under the /blog prefix; theme demo content unrelated to ProSporter - recommend retirement, client to confirm",true,exports/posts.json; sitemap:post-sitemap.xml
/the-benefits-of-shopping-at-a-sport-merchant,post,publish,301,/blog/the-benefits-of-shopping-at-a-sport-merchant,308,nextjs,post handle preserved under the /blog prefix,false,exports/posts.json; sitemap:post-sitemap.xml
/the-ultimate-guide-to-choosing-the-right-sport-merchant,post,publish,301,/blog/the-ultimate-guide-to-choosing-the-right-sport-merchant,308,nextjs,post handle preserved under the /blog prefix,false,exports/posts.json; sitemap:post-sitemap.xml
/category/blog,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=6); sitemap:category-sitemap.xml
/category/conditioner,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=3); sitemap:category-sitemap.xml
/category/gel,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=3); sitemap:category-sitemap.xml
/category/moisturizers,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=5); sitemap:category-sitemap.xml
/category/shaving,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=3); sitemap:category-sitemap.xml
/category/uncategorized,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=0)
/category/waxes,post_category,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no category archives,false,exports/post_categories.json (count=4); sitemap:category-sitemap.xml
/tag/acrylic,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/depilation,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/kits,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/nail,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/paste,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/polish,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/preparations,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/shades,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/tag/system,post_tag,publish,301,/blog,308,nextjs,the storefront blog has a single flat index; no tag archives,false,exports/post_tags.json (count=9); sitemap:post_tag-sitemap.xml
/product/ace-unisex,product,publish,same_url,/product/ace-unisex,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/alex-man,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1581)
/product/alex-woman,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1582)
/product/arm-sleeves,product,publish,same_url,/product/arm-sleeves,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/arm-sleeves-net,product,publish,same_url,/product/arm-sleeves-net,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/baldo-collar-zip,product,publish,same_url,/product/baldo-collar-zip,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/baldo-hoodie,product,publish,same_url,/product/baldo-hoodie,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/baldo-jacket,product,publish,same_url,/product/baldo-jacket,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/baldo-pants,product,publish,same_url,/product/baldo-pants,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beac-volley-bikini-bottoms-women-osaka-river,product,publish,same_url,/product/beac-volley-bikini-bottoms-women-osaka-river,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-bikini-bottoms-tijuana-green,product,publish,same_url,/product/beach-bikini-bottoms-tijuana-green,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-bikini-bottoms-black,product,publish,same_url,/product/beach-volley-bikini-bottoms-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-bikini-bottoms-modenavolley,product,publish,same_url,/product/beach-volley-bikini-bottoms-modenavolley,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-bikini-bottoms-purple,product,publish,same_url,/product/beach-volley-bikini-bottoms-purple,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-bikini-bottoms-tijuana-black,product,publish,same_url,/product/beach-volley-bikini-bottoms-tijuana-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-bikini-bottoms-white,product,publish,same_url,/product/beach-volley-bikini-bottoms-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-mens-shorts-modena-volley,product,publish,same_url,/product/beach-volley-mens-shorts-modena-volley,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-mens-shorts-osaka-black-orca,product,publish,same_url,/product/beach-volley-mens-shorts-osaka-black-orca,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-shorts-ibiza-black,product,publish,same_url,/product/beach-volley-shorts-ibiza-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-shorts-ibiza-purple,product,publish,same_url,/product/beach-volley-shorts-ibiza-purple,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-shorts-ibiza-white,product,publish,same_url,/product/beach-volley-shorts-ibiza-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-shorts-osaka-man,product,publish,same_url,/product/beach-volley-shorts-osaka-man,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-shorts-tijuana-green,product,publish,same_url,/product/beach-volley-shorts-tijuana-green,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-shorts-tijuana-man-black,product,publish,same_url,/product/beach-volley-shorts-tijuana-man-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-singlet-ibiza-purple,product,publish,same_url,/product/beach-volley-singlet-ibiza-purple,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-singlet-ibiza-white,product,publish,same_url,/product/beach-volley-singlet-ibiza-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-singlet-osaka-ocean,product,publish,same_url,/product/beach-volley-singlet-osaka-ocean,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-singlet-tijuana-yellow,product,publish,same_url,/product/beach-volley-singlet-tijuana-yellow,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-womens-shorts-ibiza,product,publish,same_url,/product/beach-volley-womens-shorts-ibiza,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-womens-shorts-ibiza-purple,product,publish,same_url,/product/beach-volley-womens-shorts-ibiza-purple,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-womens-shorts-modena-volley,product,publish,same_url,/product/beach-volley-womens-shorts-modena-volley,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volley-womens-shorts-tijuana-black,product,publish,same_url,/product/beach-volley-womens-shorts-tijuana-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-ibiza-black,product,publish,same_url,/product/beach-volleyball-crop-top-ibiza-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-ibiza-purple,product,publish,same_url,/product/beach-volleyball-crop-top-ibiza-purple,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-ibiza-white,product,publish,same_url,/product/beach-volleyball-crop-top-ibiza-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-modena-volley,product,publish,same_url,/product/beach-volleyball-crop-top-modena-volley,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-osaka-ocean,product,publish,same_url,/product/beach-volleyball-crop-top-osaka-ocean,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-osaka-river,product,publish,same_url,/product/beach-volleyball-crop-top-osaka-river,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-tijuana-green,product,publish,same_url,/product/beach-volleyball-crop-top-tijuana-green,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/beach-volleyball-crop-top-tijuana-yeallow,product,publish,same_url,/product/beach-volleyball-crop-top-tijuana-yeallow,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/calle-2,product,publish,client_decision,,,none,dirty '-2' handle with no canonical sibling; client to approve a clean Shopify handle (then the legacy path 301s to it),true,exports/products.json; sitemap:product-sitemap.xml
/product/carrum-mens-shorts-black-and-yellow,product,publish,same_url,/product/carrum-mens-shorts-black-and-yellow,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/carrum-mens-t-shirt,product,publish,same_url,/product/carrum-mens-t-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/carrum-womens-jersey-black-and-yellow,product,publish,same_url,/product/carrum-womens-jersey-black-and-yellow,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/carrum-womens-shorts-black-and-yellow,product,publish,same_url,/product/carrum-womens-shorts-black-and-yellow,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/center-unisex,product,publish,same_url,/product/center-unisex,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/cinque-t-shirt-man,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1601)
/product/cinque-t-shirt-woman,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1602)
/product/coaching-board,product,publish,same_url,/product/coaching-board,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/collar-zip-sub-unisex,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1603)
/product/deck-2,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1605)
/product/deva-unisex,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=1606)
/product/ebayte-unisex,product,publish,same_url,/product/ebayte-unisex,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
/product/elbow-pads,product,publish,same_url,/product/elbow-pads,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/fast-3-woman,product,publish,same_url,/product/fast-3-woman,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/hoodie-pants-winter-2024,product,draft,client_decision,,,none,draft product has no public legacy URL; client to confirm whether it is published on Shopify (then same path) or retired,true,exports/products.json; no public permalink (?post_type=product&p=3593)
/product/inner-west-jersey,product,publish,same_url,/product/inner-west-jersey,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
/product/inner-west-volley-female-polo-shirt,product,publish,same_url,/product/inner-west-volley-female-polo-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/inner-west-volley-men-shorts-black-white,product,publish,same_url,/product/inner-west-volley-men-shorts-black-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/inner-west-volley-mens-jersey-black-white,product,publish,same_url,/product/inner-west-volley-mens-jersey-black-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
/product/inner-west-volley-mens-polo-shirt,product,publish,same_url,/product/inner-west-volley-mens-polo-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/inner-west-volley-mens-training-t-shirt,product,publish,same_url,/product/inner-west-volley-mens-training-t-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
/product/inner-west-volley-socks-1-pair,product,publish,same_url,/product/inner-west-volley-socks-1-pair,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/inner-west-volley-unisex-hats,product,publish,same_url,/product/inner-west-volley-unisex-hats,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/inner-west-volley-womens-old-style,product,publish,same_url,/product/inner-west-volley-womens-old-style,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/inner-west-volley-womens-training-t-shirt,product,publish,same_url,/product/inner-west-volley-womens-training-t-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/innerwest-volley-brione-jacket,product,publish,same_url,/product/innerwest-volley-brione-jacket,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
/product/innerwest-volley-brione-pants-trousers,product,publish,same_url,/product/innerwest-volley-brione-pants-trousers,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x5
/product/innerwestvolley-womens-shorts-black-white,product,publish,same_url,/product/innerwestvolley-womens-shorts-black-white,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/isol-casa-black,product,publish,same_url,/product/isol-casa-black,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
/product/italia-looney-tunes-kid-shirt,product,publish,same_url,/product/italia-looney-tunes-kid-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/italian-volleyball-jersey,product,publish,same_url,/product/italian-volleyball-jersey,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/jordy-man,product,publish,same_url,/product/jordy-man,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/jump-spin-socks-1-pairs-pack,product,publish,same_url,/product/jump-spin-socks-1-pairs-pack,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml
/product/kdu-shirt,product,publish,same_url,/product/kdu-shirt,200,nextjs,product handle is clean and preserved 1:1 on /product/<slug>,false,exports/products.json; sitemap:product-sitemap.xml; internal link x3
